error	AC147602.5_FG004
error	AC148152.3_FG001
error	AC148152.3_FG005
error	AC148152.3_FG006
error	AC148152.3_FG008
AC148167.6_FG001	Sb02g004800	Si029611m.g	LOC_Os07g08790	Bradi1g55170	none
GRMZM2G328268	none	none	none	none	none
GRMZM2G328309	none	none	none	none	none
GRMZM2G328341	Sb03g038930	Si003113m.g	LOC_Os01g61680	Bradi2g54140	none
GRMZM2G328356	none	none	none	none	none
GRMZM2G328374	none	none	none	none	none
GRMZM2G328427	Sb08g015260	Si024948m.g	LOC_Os12g30620	none	none
GRMZM2G328438	Sb09g029550	none	LOC_Os05g50310	Bradi2g14927	none
GRMZM2G328473	none	none	none	none	none
GRMZM2G328500	Sb01g007580	Si035448m.g	LOC_Os03g55070	Bradi1g08120	none
GRMZM2G328555	none	none	none	none	none
GRMZM2G328578	none	none	none	none	none
GRMZM2G328593	Sb02g039770	Si033067m.g	LOC_Os07g43130	none	none
GRMZM2G328612	Sb10g004975	Si005736m.g	LOC_Os06g07620	Bradi1g48030	none
GRMZM2G328671	Sb01g016860	Si039206m.g	none	none	none
GRMZM2G328695	none	Si004926m.g	LOC_Os01g40940	none	none
error	GRMZM2G328725
GRMZM2G328742	Sb05g003450	Si010849m.g	LOC_Os11g05740	Bradi4g42167	none
GRMZM2G328780	Sb08g020340	none	none	none	none
GRMZM2G328781	Sb06g024440	Si012800m.g	LOC_Os04g46320	Bradi5g17550	none
GRMZM2G328785	Sb09g008070	none	none	none	receptor-like serine/threonine protein kinase
GRMZM2G328795	Sb03g042340	Si003919m.g	LOC_Os01g66690	Bradi2g57415	none
GRMZM2G328814	none	none	none	none	none
GRMZM2G328859	none	none	none	none	none
GRMZM2G328893	Sb03g009260	Si001713m.g	none	Bradi2g03800	none
GRMZM2G328904	Sb03g005690	Si005117m.g	LOC_Os01g06030	none	none
error	GRMZM2G328908
GRMZM2G328961	Sb04g017510	Si016689m.g	LOC_Os02g26940	Bradi3g43210	none
GRMZM2G328988	Sb09g022820	Si020966m.g	LOC_Os05g38830	Bradi2g22927	none
GRMZM2G329002	Sb03g042380	Si003167m.g	LOC_Os01g66830	none	none
GRMZM2G329029	Sb04g008860	Si019506m.g	none	none	none
GRMZM2G329033	none	none	none	none	none
GRMZM2G329040	Sb01g037270	Si034007m.g	LOC_Os03g19760	Bradi1g64267	none
GRMZM2G329047	Sb02g027900	Si031456m.g	LOC_Os09g30340	Bradi4g33320	none
GRMZM2G329069	Sb03g042240	Si003443m.g	LOC_Os01g66544	Bradi2g57340	none
GRMZM2G329073	Sb03g042235	Si003977m.g	LOC_Os01g66544	none	none
GRMZM2G329119	Sb06g016430	Si010338m.g	LOC_Os04g34440	Bradi5g09920	none
GRMZM2G329131	none	none	none	none	none
GRMZM2G329144	Sb01g034870	Si037795m.g	LOC_Os03g24380	Bradi1g61930	none
GRMZM2G329146	Sb07g024730	Si015265m.g	none	none	none
GRMZM2G329159	Sb01g047010	Si034911m.g	LOC_Os03g05480	Bradi1g75127	none
GRMZM2G329177	Sb01g050140	Si033916m.g	LOC_Os03g01710	Bradi1g78090	none
GRMZM2G329181	Sb01g005770	Si035537m.g	LOC_Os03g57460	Bradi1g06290	none
GRMZM2G329195	Sb10g007490	Si006452m.g	LOC_Os06g11450	Bradi1g45727	none
GRMZM2G329222	Sb06g029280	Si012567m.g	LOC_Os04g53550	Bradi5g22580	none
GRMZM2G329229	Sb04g032070	Si017010m.g	LOC_Os02g45160	Bradi3g51480	none
GRMZM2G329293	Sb10g007440	Si008546m.g	none	Bradi1g45780	none
GRMZM2G329300	Sb01g005790	Si034029m.g	LOC_Os03g57430	Bradi1g06310	none
GRMZM2G329306	Sb10g007410	Si006620m.g	LOC_Os06g11320	Bradi1g45800	none
GRMZM2G329325	Sb03g042510	Si002529m.g	LOC_Os01g67040	Bradi2g57550	none
GRMZM2G329334	Sb02g024930	none	LOC_Os09g25420	Bradi4g30520	none
GRMZM2G329353	none	none	none	none	none
GRMZM2G329434	none	none	none	none	none
GRMZM2G329454	none	none	none	none	none
GRMZM2G329459	none	none	none	none	none
GRMZM2G329484	none	none	none	none	none
GRMZM2G329532	Sb04g032690	Si018227m.g	LOC_Os02g44300	Bradi3g50857	none
GRMZM2G329559	none	none	LOC_Os04g08080	none	none
GRMZM2G329584	Sb10g024920	Si007402m.g	LOC_Os06g43060	Bradi1g35330	none
GRMZM2G329636	none	none	none	none	none
GRMZM2G329645	Sb09g027660	Si024172m.g	LOC_Os05g47820	Bradi2g17420	none
GRMZM2G329655	Sb08g019760	Si022512m.g	LOC_Os12g39830	Bradi4g03121	none
GRMZM2G329710	none	none	none	none	none
GRMZM2G329737	none	none	none	none	none
GRMZM2G329740	none	none	none	none	none
GRMZM2G329750	Sb07g027070	Si013701m.g	LOC_Os08g40890	Bradi3g40450	none
GRMZM2G329757	none	Si040303m.g	none	none	none
GRMZM2G329776	none	none	none	none	none
GRMZM2G329791	none	none	none	none	none
GRMZM2G329864	Sb01g009630	Si033937m.g	LOC_Os03g51520	Bradi1g10210	none
GRMZM2G329867	Sb02g004340	Si028744m.g	LOC_Os07g08050	Bradi1g55667	none
GRMZM2G329885	Sb06g016910	Si009491m.g	LOC_Os04g35170	Bradi5g10240	none
GRMZM2G329901	none	none	none	none	none
GRMZM2G329909	Sb07g026650	Si013143m.g	LOC_Os08g41270	Bradi3g40800	none
error	GRMZM2G329944
error	GRMZM2G329952
GRMZM2G329962	none	none	none	none	none
GRMZM2G329999	Sb10g029010	none	none	none	none
GRMZM2G330012	Sb10g029060	Si008664m.g	LOC_Os06g48860	Bradi1g34250	none
GRMZM2G330019	Sb01g046550	Si034493m.g	LOC_Os03g06240	Bradi1g74560	none
GRMZM2G330024	Sb10g006890	Si005699m.g	LOC_Os06g10690	Bradi1g46180	none
GRMZM2G330035	none	none	none	none	none
GRMZM2G330049	Sb02g024770	Si029714m.g	LOC_Os09g25090	Bradi4g30380	none
GRMZM2G330095	none	none	none	none	none
GRMZM2G330153	Sb03g038340	Si001515m.g	LOC_Os01g60850	Bradi2g53630	none
GRMZM2G330159	Sb03g038320	Si001705m.g	LOC_Os01g60810	Bradi2g53610	none
GRMZM2G330213	none	Si037847m.g	LOC_Os10g42840	Bradi3g34557	none
GRMZM2G330218	Sb01g007520	Si034220m.g	LOC_Os03g55130	Bradi1g08000	none
GRMZM2G330229	none	none	none	none	none
GRMZM2G330298	Sb03g032620	Si000233m.g	LOC_Os01g51290	Bradi2g47917	none
GRMZM2G330302	Sb03g029790	none	LOC_Os01g46570	Bradi2g45390	ustilago maydis induced protein
GRMZM2G330361	Sb08g004090	Si011931m.g	LOC_Os12g06840	Bradi4g41750	none
GRMZM2G330379	none	none	none	none	none
GRMZM2G330384	Sb01g046365	Si038761m.g	LOC_Os03g06610	Bradi1g74380	none
GRMZM2G330394	none	none	none	none	none
GRMZM2G330422	Sb02g028935	none	none	none	none
GRMZM2G330424	Sb06g016950	Si011243m.g	LOC_Os04g35220	Bradi5g10290	none
GRMZM2G330430	Sb06g019620	Si011055m.g	LOC_Os04g39440	Bradi5g13000	ras-related protein
GRMZM2G330436	Sb01g050680	Si036217m.g	LOC_Os03g01016	Bradi1g78690	none
GRMZM2G330453	Sb01g013160	Si038924m.g	LOC_Os03g44840	Bradi1g13470	none
GRMZM2G330455	none	none	none	none	none
GRMZM2G330457	none	none	LOC_Os03g44620	Bradi1g13640	none
GRMZM2G330475	Sb09g002680	Si022474m.g	LOC_Os05g04210	Bradi2g38560	none
GRMZM2G330519	none	none	none	none	none
GRMZM2G330526	Sb06g021890	Si009762m.g	LOC_Os04g42670	Bradi5g15050	none
GRMZM2G330565	Sb01g013440	none	LOC_Os03g44520	Bradi1g13700	none
GRMZM2G330575	none	none	none	none	none
GRMZM2G330581	none	none	none	none	none
error	GRMZM2G330635
GRMZM2G330650	Sb01g034400	Si036853m.g	LOC_Os03g25390	Bradi1g61510	none
GRMZM2G330684	none	Si039747m.g	LOC_Os10g32740	Bradi3g28190	none
GRMZM2G330690	Sb02g041970	Si029082m.g	LOC_Os07g46660	Bradi1g18790	none
GRMZM2G330693	Sb09g025960	Si023521m.g	LOC_Os05g44410	Bradi2g19470	none
GRMZM2G330698	Sb04g008850	Si016772m.g	LOC_Os02g14980	Bradi3g09350	none
GRMZM2G330719	Sb03g044320	none	LOC_Os01g69980	Bradi2g59240	none
GRMZM2G330731	none	none	none	none	none
GRMZM2G330751	Sb01g017420	Si034296m.g	none	none	none
GRMZM2G330757	none	none	none	none	none
GRMZM2G330772	Sb02g003700	Si030643m.g	LOC_Os07g07000	Bradi1g56720	none
GRMZM2G330792	none	none	none	none	none
GRMZM2G330848	none	none	none	none	9-cis-epoxycarotenoid dioxygenase
GRMZM2G330907	Sb01g045010	Si034387m.g	LOC_Os03g08550	Bradi1g72430	leucine-rich repeat transmembrane protein kinase
GRMZM2G330945	Sb01g044960	Si037606m.g	LOC_Os03g08580	Bradi1g72390	none
GRMZM2G331015	Sb10g026400	Si008060m.g	LOC_Os06g45070	Bradi1g31640	none
GRMZM2G331027	Sb06g033890	Si022636m.g	LOC_Os04g59330	Bradi5g27260	none
GRMZM2G331032	Sb04g031270	Si017232m.g	LOC_Os02g46510	Bradi3g52130	none
GRMZM2G331040	Sb10g025970	Si008149m.g	LOC_Os06g44360	none	none
GRMZM2G331088	Sb07g001580	Si013112m.g	LOC_Os08g02350	Bradi3g13757	none
GRMZM2G331105	Sb01g028683	Si033825m.g	none	none	none
GRMZM2G331154	Sb01g030130	Si034890m.g	LOC_Os10g39850	Bradi3g32535	none
GRMZM2G331217	none	none	none	none	none
GRMZM2G331250	Sb06g033790	none	LOC_Os04g59050	Bradi5g27040	none
GRMZM2G331253	none	none	none	none	none
GRMZM2G331283	Sb10g021990	Si007931m.g	LOC_Os06g36210	Bradi1g37977	none
GRMZM2G331316	none	none	none	none	none
GRMZM2G331368	none	Si020939m.g	none	Bradi4g07997	none
GRMZM2G331374	Sb04g006510	Si017573m.g	LOC_Os02g10160	Bradi3g07040	none
GRMZM2G331393	Sb09g029910	Si021501m.g	LOC_Os05g50770	Bradi2g15500	none
GRMZM2G331417	none	none	none	none	none
GRMZM2G331474	none	none	none	none	none
GRMZM2G331522	none	none	none	none	none
GRMZM2G331524	none	none	none	none	none
GRMZM2G331533	Sb02g011430	Si028644m.g	none	Bradi4g38357	none
GRMZM2G331539	none	none	none	none	none
GRMZM2G331561	none	none	none	none	none
GRMZM2G331566	none	Si001159m.g	none	Bradi2g11870	none
GRMZM2G331599	Sb01g018620	Si040083m.g	LOC_Os10g34760	Bradi3g29540	none
GRMZM2G331614	none	none	none	none	none
GRMZM2G331638	Sb01g044210	Si035929m.g	LOC_Os03g09850	Bradi1g71580	none
GRMZM2G331652	Sb01g044200	none	none	none	none
GRMZM2G331701	Sb06g017850	Si011036m.g	LOC_Os04g36750	Bradi5g11110	none
GRMZM2G331720	Sb03g032660	Si001370m.g	LOC_Os01g51360	Bradi2g47970	none
GRMZM2G331723	none	none	none	none	none
GRMZM2G331754	none	Si030044m.g	LOC_Os09g36890	Bradi4g36570	none
GRMZM2G331764	Sb06g030440	Si011267m.g	LOC_Os04g55100	Bradi5g23715	none
GRMZM2G331766	Sb10g026290	Si007237m.g	LOC_Os06g44930	none	none
GRMZM2G331770	Sb06g030440	Si011267m.g	LOC_Os04g55100	Bradi5g23715	none
GRMZM2G331779	Sb06g022570	Si009625m.g	none	none	none
GRMZM2G331811	Sb03g013010	Si022907m.g	LOC_Os01g21420	Bradi2g11990	none
GRMZM2G331833	Sb09g026620	Si021813m.g	LOC_Os05g45750	Bradi2g18767	none
GRMZM2G331861	none	none	none	none	none
GRMZM2G331902	Sb08g019330	Si021637m.g	LOC_Os12g39080	Bradi4g03610	none
GRMZM2G331911	none	none	none	none	none
GRMZM2G331964	none	none	none	none	none
GRMZM2G332102	Sb10g025200	Si007306m.g	LOC_Os06g43590	Bradi1g30430	none
GRMZM2G332107	none	none	none	none	none
GRMZM2G332111	none	none	none	none	none
GRMZM2G332225	none	none	none	none	none
GRMZM2G332258	Sb03g041480	Si003991m.g	LOC_Os01g65500	Bradi2g56640	none
GRMZM2G332259	Sb03g009900	Si002695m.g	LOC_Os01g15320	Bradi2g09300	none
GRMZM2G332280	Sb08g018590	Si024630m.g	LOC_Os12g37980	Bradi4g04077	none
GRMZM2G332294	Sb07g025490	none	none	Bradi3g41817	none
GRMZM2G332390	Sb01g012770	Si040192m.g	LOC_Os03g45850	Bradi1g13127	none
GRMZM2G332410	none	none	none	none	none
GRMZM2G332412	Sb01g021080	Si039002m.g	LOC_Os10g30340	Bradi3g27450	none
GRMZM2G332423	Sb09g003800	Si022729m.g	LOC_Os05g05680	Bradi2g35860	1-aminocyclopropane-1-carboxylate oxidase
GRMZM2G332452	none	none	none	none	none
GRMZM2G332458	none	none	none	none	none
GRMZM2G332483	none	none	none	none	none
GRMZM2G332495	Sb07g028560	Si013434m.g	LOC_Os08g38850	Bradi3g39467	none
GRMZM2G332505	Sb05g006010	Si026316m.g	LOC_Os11g09020	Bradi4g23350	none
GRMZM2G332522	Sb07g028530	Si014344m.g	LOC_Os08g38900	Bradi3g39420	caffeoyl-coa o-methyltransferase
GRMZM2G332548	Sb01g047270	Si036091m.g	LOC_Os03g05110	Bradi1g75450	none
GRMZM2G332560	Sb04g034930	Si019140m.g	LOC_Os02g53830	Bradi3g57180	none
GRMZM2G332562	Sb04g006160	Si017155m.g	LOC_Os02g09810	Bradi3g06640	none
GRMZM2G332660	Sb07g025560	Si015574m.g	LOC_Os08g42750	Bradi3g41770	none
GRMZM2G332687	Sb04g037210	Si016084m.g	LOC_Os02g57190	Bradi3g55350	myosin-like protein
error	GRMZM2G332697
GRMZM2G332703	Sb08g019130	Si025231m.g	LOC_Os12g38790	Bradi4g03737	none
GRMZM2G332705	none	none	none	none	none
GRMZM2G332749	none	none	none	none	none
GRMZM2G332801	none	none	none	none	none
GRMZM2G332809	Sb07g028070	Si013796m.g	LOC_Os08g39310	Bradi3g39760	none
GRMZM2G332821	Sb08g020850	Si021392m.g	LOC_Os12g41490	Bradi4g02287	none
GRMZM2G332829	none	none	none	none	none
GRMZM2G332838	Sb02g025440	Si031602m.g	LOC_Os09g26340	Bradi4g30960	none
GRMZM2G332843	Sb04g026300	Si016875m.g	LOC_Os02g40750	Bradi3g48960	none
GRMZM2G332918	none	none	none	none	none
GRMZM2G332922	Sb06g017080	Si010520m.g	LOC_Os04g35520	none	none
GRMZM2G332976	Sb01g003880	Si036946m.g	LOC_Os03g59610	Bradi1g04320	? short chain alcohol dehydrogenase
GRMZM2G333013	none	none	none	none	none
GRMZM2G333022	Sb03g008100	Si004458m.g	LOC_Os01g02600	none	none
GRMZM2G333029	none	none	none	none	none
error	GRMZM2G333033
GRMZM2G333035	Sb05g009430	Si027772m.g	LOC_Os11g10140	none	none
GRMZM2G333042	none	none	LOC_Os09g36850	Bradi4g36550	none
GRMZM2G333045	Sb03g008110	Si005160m.g	LOC_Os01g02320	Bradi2g01180	none
GRMZM2G333049	Sb10g026640	Si008810m.g	LOC_Os06g45570	Bradi1g32060	none
GRMZM2G333069	Sb01g050670	Si037924m.g	none	none	none
GRMZM2G333079	none	none	none	none	none
GRMZM2G333083	Sb10g021360	Si006312m.g	LOC_Os06g35140	Bradi1g39180	none
GRMZM2G333087	none	none	none	none	none
GRMZM2G333095	Sb02g006880	Si033413m.g	LOC_Os07g12720	Bradi1g53720	none
GRMZM2G333140	Sb01g015460	Si039855m.g	none	Bradi1g15317	none
GRMZM2G333142	Sb02g007340	Si029844m.g	LOC_Os07g14100	Bradi1g53480	none
GRMZM2G333183	Sb07g003510	Si015752m.g	LOC_Os08g05690	Bradi3g17020	none
GRMZM2G333268	Sb04g029240	none	LOC_Os02g49530	none	none
GRMZM2G333274	Sb02g001790	Si029293m.g	none	none	none
GRMZM2G333352	none	none	none	none	none
GRMZM2G333361	none	none	none	none	none
GRMZM2G333377	none	none	none	none	none
GRMZM2G333408	none	none	none	none	none
GRMZM2G333433	Sb02g042260	none	LOC_Os07g47180	Bradi1g18450	none
GRMZM2G333448	none	none	none	none	none
GRMZM2G333454	Sb03g002930	Si004758m.g	LOC_Os01g09880	Bradi2g05927	none
GRMZM2G333478	Sb02g010250	Si030102m.g	LOC_Os07g25540	Bradi1g28967	none
GRMZM2G333565	none	none	none	none	none
GRMZM2G333579	Sb10g000350	Si005862m.g	none	Bradi1g52280	none
GRMZM2G333582	Sb03g002910	Si001328m.g	LOC_Os01g09900	Bradi2g05950	none
GRMZM2G333591	none	none	none	none	none
GRMZM2G333619	none	none	none	none	none
GRMZM2G333623	Sb03g004810	none	none	none	none
GRMZM2G333635	Sb03g006880	Si002731m.g	LOC_Os01g04380	Bradi2g02400	none
GRMZM2G333641	Sb01g027350	Si038752m.g	none	none	none
GRMZM2G333659	none	none	none	none	none
GRMZM2G333678	none	Si027910m.g	none	none	none
GRMZM2G333726	none	none	none	none	none
GRMZM2G333775	none	none	none	none	none
GRMZM2G333777	none	none	none	none	none
GRMZM2G333798	none	none	none	none	none
GRMZM2G333811	Sb03g026730	Si002291m.g	LOC_Os01g41120	Bradi2g42477	none
GRMZM2G333833	Sb03g032360	Si000453m.g	LOC_Os01g50860	Bradi2g47670	none
GRMZM2G333861	none	none	none	none	none
GRMZM2G333875	Sb10g028250	Si006960m.g	LOC_Os06g47470	Bradi1g33457	none
GRMZM2G333916	Sb02g004680	Si028691m.g	LOC_Os07g08500	Bradi1g55287	dna methyl transferase
GRMZM2G333923	Sb10g010790	Si008298m.g	none	none	none
GRMZM2G333980	Sb02g036750	Si030467m.g	LOC_Os07g38130	Bradi1g24230	none
GRMZM2G333997	none	none	none	none	none
GRMZM2G334040	none	Si012525m.g	none	Bradi4g42440	none
GRMZM2G334041	Sb02g004680	Si028691m.g	LOC_Os07g08500	Bradi1g55287	dna methyl transferase
GRMZM2G334084	none	none	none	none	none
GRMZM2G334105	none	none	none	none	none
GRMZM2G334142	Sb04g028210	Si016120m.g	none	Bradi3g59447	none
GRMZM2G334162	none	none	none	none	none
GRMZM2G334165	Sb02g024390	Si032660m.g	LOC_Os09g24330	Bradi4g29930	none
GRMZM2G334181	Sb09g001430	Si022262m.g	LOC_Os05g02200	Bradi2g37150	none
GRMZM2G334216	Sb09g021560	Si021708m.g	LOC_Os05g36120	Bradi2g24150	none
GRMZM2G334225	Sb10g007810	Si008439m.g	LOC_Os06g11970	none	none
GRMZM2G334239	none	none	none	none	none
GRMZM2G334321	Sb06g002160	Si011790m.g	none	none	none
GRMZM2G334336	Sb06g002180	Si010049m.g	none	none	none
GRMZM2G334338	none	none	none	none	none
GRMZM2G334409	Sb10g008770	Si005719m.g	LOC_Os06g13650	Bradi1g44550	none
GRMZM2G334419	none	none	none	none	none
GRMZM2G334457	Sb03g008490	Si000051m.g	LOC_Os01g01960	Bradi2g00860	none
GRMZM2G334514	Sb06g030860	none	none	none	none
GRMZM2G334556	none	none	none	none	none
GRMZM2G334567	none	none	none	none	none
GRMZM2G334574	Sb09g001610	none	LOC_Os05g02450	Bradi2g37370	none
GRMZM2G334584	none	none	none	none	none
GRMZM2G334592	none	Si008547m.g	LOC_Os06g41560	none	none
GRMZM2G334628	Sb03g005390	Si002767m.g	LOC_Os01g06460	Bradi2g00310	none
GRMZM2G334631	Sb05g023620	none	none	none	none
GRMZM2G334639	Sb07g023050	Si014396m.g	LOC_Os08g36970	none	none
GRMZM2G334658	Sb09g025800	none	LOC_Os05g44260	Bradi2g19620	none
GRMZM2G334660	Sb04g026550	Si016478m.g	LOC_Os02g41670	Bradi3g49270	phenylalanine ammonia lyase
GRMZM2G334680	Sb06g009810	none	none	none	none
GRMZM2G334722	Sb04g004960	Si017462m.g	LOC_Os02g07800	Bradi3g05530	none
GRMZM2G334734	Sb06g031200	none	none	none	none
GRMZM2G334740	Sb03g005420	Si002351m.g	LOC_Os01g06440	Bradi2g00340	none
GRMZM2G334741	Sb03g005430	Si003997m.g	LOC_Os01g06430	none	none
GRMZM2G334791	Sb03g041110	Si001965m.g	LOC_Os01g64970	Bradi2g56267	none
GRMZM2G334857	Sb03g009950	Si000060m.g	LOC_Os01g15480	Bradi2g09370	none
GRMZM2G334891	none	none	none	none	none
GRMZM2G334899	Sb09g020360	Si022048m.g	LOC_Os05g34170	Bradi2g25370	beta tubulin
GRMZM2G334917	none	none	none	none	none
GRMZM2G334941	none	none	none	none	none
error	GRMZM2G335019
GRMZM2G335046	none	none	none	none	none
GRMZM2G335052	Sb10g001580	Si008040m.g	LOC_Os06g03610	Bradi1g49510	none
GRMZM2G335111	Sb02g030930	Si031068m.g	LOC_Os09g36280	Bradi4g36190	none
GRMZM2G335126	Sb05g005390	Si025811m.g	LOC_Os11g08090	Bradi4g23680	none
GRMZM2G335146	Sb02g012980	Si030297m.g	none	Bradi4g08167	none
GRMZM2G335218	Sb03g041140	Si004697m.g	LOC_Os01g65000	Bradi2g56300	none
GRMZM2G335242	Sb10g009090	Si007440m.g	LOC_Os06g14240	Bradi1g44230	none
GRMZM2G335280	Sb04g028415	Si017494m.g	LOC_Os02g50690	Bradi3g59722	none
GRMZM2G335287	Sb02g036510	Si028656m.g	LOC_Os07g37750	Bradi1g24597	none
GRMZM2G335358	Sb01g037670	Si039538m.g	LOC_Os03g19120	Bradi1g64687	none
GRMZM2G335359	none	Si000134m.g	LOC_Os01g53070	Bradi2g48930	none
GRMZM2G335377	none	Si024712m.g	none	none	none
GRMZM2G335407	Sb02g009520	Si033163m.g	LOC_Os07g20290	none	none
GRMZM2G335419	Sb02g026240	Si032527m.g	LOC_Os09g27660	none	none
GRMZM2G335438	Sb08g019950	none	none	none	none
GRMZM2G335476	none	Si027560m.g	none	none	none
GRMZM2G335518	none	none	none	none	none
GRMZM2G335521	Sb06g021850	Si009571m.g	LOC_Os04g42600	Bradi5g14980	none
GRMZM2G335564	none	Si020839m.g	none	none	none
GRMZM2G335589	none	none	none	none	none
GRMZM2G335593	Sb01g006200	none	LOC_Os03g56944	Bradi1g06690	none
GRMZM2G335601	none	none	none	none	none
GRMZM2G335604	Sb01g035010	Si037263m.g	LOC_Os03g24100	Bradi1g62080	none
GRMZM2G335618	Sb10g022780	Si007233m.g	none	none	glutathione s-transferase subunit 19
GRMZM2G335638	Sb04g005115	Si016339m.g	LOC_Os02g07960	Bradi3g05670	none
GRMZM2G335657	Sb03g013290	Si001653m.g	LOC_Os01g22520	Bradi2g12310	none
GRMZM2G335685	Sb04g031500	Si018772m.g	LOC_Os02g46210	Bradi3g52020	none
GRMZM2G335694	none	none	none	none	none
GRMZM2G335703	none	none	none	none	none
GRMZM2G335709	Sb10g004830	Si006052m.g	LOC_Os06g07330	none	none
GRMZM2G335720	Sb03g025310	Si000106m.g	LOC_Os01g36670	Bradi2g40700	none
GRMZM2G335738	Sb02g040430	Si031050m.g	LOC_Os07g44040	Bradi1g20300	none
GRMZM2G335814	Sb01g015180	Si040221m.g	LOC_Os03g40080	Bradi1g15123	none
GRMZM2G335815	none	none	none	none	none
GRMZM2G335826	Sb03g032150	Si003823m.g	LOC_Os01g50410	Bradi2g47510	none
GRMZM2G335930	Sb04g027720	Si016272m.g	LOC_Os02g51600	Bradi3g59040	none
GRMZM2G335948	none	none	none	none	none
GRMZM2G335978	Sb04g027760	Si016915m.g	LOC_Os02g51540	Bradi3g59090	none
GRMZM2G336017	none	none	none	none	none
GRMZM2G336065	Sb10g027520	Si006448m.g	LOC_Os06g46890	Bradi1g32977	none
GRMZM2G336077	Sb01g030020	Si039617m.g	none	Bradi3g32710	none
GRMZM2G336087	none	none	none	none	none
GRMZM2G336134	none	none	none	none	none
GRMZM2G336225	none	none	none	none	none
GRMZM2G336285	none	none	none	none	none
GRMZM2G336326	none	none	none	none	none
GRMZM2G336337	Sb03g038550	Si000492m.g	LOC_Os01g61160	Bradi2g53800	none
GRMZM2G336437	Sb03g004330	Si002812m.g	LOC_Os01g07850	Bradi2g04570	none
GRMZM2G336448	Sb05g002060	Si009943m.g	LOC_Os11g04104	Bradi4g43590	none
GRMZM2G336456	Sb02g024620	Si028716m.g	LOC_Os09g24700	Bradi4g30200	none
GRMZM2G336533	Sb01g003710	Si036695m.g	LOC_Os03g60080	Bradi1g04150	none
GRMZM2G336557	Sb03g039130	Si001900m.g	LOC_Os01g61980	Bradi2g54330	none
GRMZM2G336583	Sb09g001570	Si021462m.g	LOC_Os05g02400	Bradi2g37420	none
GRMZM2G336678	Sb01g026390	Si038673m.g	none	none	none
GRMZM2G336680	none	none	none	none	none
GRMZM2G336694	none	none	none	none	none
GRMZM2G336718	none	none	none	none	none
GRMZM2G336745	none	none	none	none	none
GRMZM2G336761	Sb04g006170	Si017612m.g	none	Bradi3g06660	none
GRMZM2G336766	Sb04g006180	none	none	none	none
GRMZM2G336773	none	none	none	none	none
GRMZM2G336783	Sb01g006170	none	none	none	none
GRMZM2G336789	Sb01g006180	none	LOC_Os03g57040	Bradi1g06630	none
GRMZM2G336813	none	none	none	none	none
GRMZM2G336815	none	none	none	none	none
GRMZM2G336824	Sb01g033880	none	none	none	dimboa-glucoside o-methyltransferase
GRMZM2G336839	Sb02g034570	Si032210m.g	LOC_Os07g32880	Bradi1g26350	none
GRMZM2G336858	Sb04g019590	Si016551m.g	none	Bradi3g43640	none
GRMZM2G336859	none	none	none	none	none
GRMZM2G336865	Sb03g007920	Si001572m.g	LOC_Os01g02930	none	none
GRMZM2G336871	Sb02g034500	Si031539m.g	LOC_Os07g32800	Bradi1g26400	none
GRMZM2G336875	none	none	none	none	40s ribosomal protein s8, cytoplasmic
GRMZM2G336879	Sb03g007930	Si001540m.g	none	none	none
GRMZM2G336888	Sb01g006980	Si034540m.g	LOC_Os03g55830	Bradi1g07457	none
GRMZM2G336896	none	none	none	none	none
GRMZM2G336902	Sb01g006970	Si036793m.g	LOC_Os03g55840	Bradi1g07450	none
GRMZM2G336908	Sb09g022620	Si022270m.g	LOC_Os05g38570	Bradi2g23220	none
GRMZM2G336909	Sb03g044580	Si000507m.g	LOC_Os01g70220	Bradi2g59430	none
GRMZM2G336929	Sb03g007950	Si001525m.g	LOC_Os01g02930	none	none
GRMZM2G336962	Sb02g034450	Si028722m.g	LOC_Os07g32761	Bradi1g26420	none
GRMZM2G336975	Sb02g039430	Si031651m.g	none	Bradi1g21095	none
GRMZM2G337011	none	none	none	none	none
GRMZM2G337048	Sb01g020920	Si035348m.g	LOC_Os10g30560	Bradi3g27610	none
GRMZM2G337065	none	none	none	none	none
GRMZM2G337068	none	none	none	none	none
GRMZM2G337107	none	none	none	none	none
GRMZM2G337109	Sb01g007100	Si038755m.g	LOC_Os03g55620	Bradi1g07590	none
GRMZM2G337113	Sb06g018880	Si010261m.g	LOC_Os04g38600	Bradi5g12330	glyceraldehyde-3-phosphate dehydrogenase (nadp+) (phosphorylating)
GRMZM2G337128	Sb07g024380	Si014910m.g	LOC_Os08g44300	none	none
GRMZM2G337139	Sb07g026690	Si015136m.g	none	Bradi3g40527	btb/poz domain protein
GRMZM2G337143	Sb09g003265	Si022067m.g	LOC_Os05g05140	Bradi2g36480	none
GRMZM2G337190	Sb07g026760	Si014264m.g	LOC_Os08g40500	Bradi3g40670	none
GRMZM2G337191	none	Si014284m.g	LOC_Os08g40510	Bradi3g40660	none
GRMZM2G337229	Sb06g024350	Si031370m.g	LOC_Os04g46200	Bradi5g17470	oleosin, 16 kda
GRMZM2G337242	Sb01g026405	Si034056m.g	none	none	none
GRMZM2G337330	Sb01g016690	none	none	none	none
GRMZM2G337387	Sb07g004430	Si013497m.g	LOC_Os08g07040	Bradi3g16020	none
GRMZM2G337389	none	none	none	none	none
GRMZM2G337402	none	none	none	none	none
